day,identifier,nb_hits,nb_visits,nb_product_pages,nb_orders,orders_amount,nb_touchpoints
2019-09-08,96,31749,5718,20508,1896,73210.51,"{""direct"":14826,""email"":0,""organic"":5635,""paid_search"":0}"
2019-09-12,96,29932,5710,19265,47145,1934294.85,"{""direct"":14188,""email"":0,""organic"":5028,""paid_search"":1}"
2019-12-20,96,78939,14224,54974,44930,1764687.74,"{""direct"":41454,""email"":0,""organic"":11474,""paid_search"":1607}"
2020-04-19,96,1240065,136959,833888,50,4134.89,"{""direct"":464485,""email"":0,""organic"":267105,""paid_search"":10102}"
2020-04-03,96,1225498,120531,742119,8046,630207.31,"{""direct"":381748,""email"":0,""organic"":224882,""paid_search"":33048}"
2019-04-21,96,141804,29880,12421,0,,"{""direct"":7681,""email"":0,""organic"":4136,""paid_search"":593}"
2019-11-27,96,75914,14058,51644,45410,1783621.86,"{""direct"":38951,""email"":0,""organic"":11797,""paid_search"":651}"
2019-11-03,96,35820,6637,24343,1860,70733.63,"{""direct"":16836,""email"":0,""organic"":7416,""paid_search"":11}"
2019-12-05,96,81768,14826,55977,45067,1862525.11,"{""direct"":44449,""email"":0,""organic"":10654,""paid_search"":673}"
2019-12-17,96,82979,15760,57267,44714,1736139.22,"{""direct"":42742,""email"":0,""organic"":11815,""paid_search"":2217}"
2020-04-18,96,1548062,171609,1001525,33660,2500503.32,"{""direct"":504910,""email"":0,""organic"":164606,""paid_search"":10513}"
2019-10-17,96,38434,7137,23825,46553,1774969.44,"{""direct"":16734,""email"":0,""organic"":6992,""paid_search"":24}"
2019-09-17,96,36387,6779,23124,47345,1920208.19,"{""direct"":16975,""email"":0,""organic"":5963,""paid_search"":29}"
2020-03-23,96,93206,18928,55361,698,57930.42,"{""direct"":37652,""email"":0,""organic"":14675,""paid_search"":2095}"
2019-11-21,96,77188,14052,49586,58549,4874773.45,"{""direct"":37773,""email"":0,""organic"":11552,""paid_search"":30}"
2020-04-15,96,2306569,199146,1499206,25628,2034869.26,"{""direct"":660053,""email"":0,""organic"":49708,""paid_search"":68012}"
2019-10-29,96,42961,8020,28889,58223,2264058.58,"{""direct"":20109,""email"":0,""organic"":8657,""paid_search"":11}"
2020-01-18,96,117299,21587,80669,64909,2888055.52,"{""direct"":56644,""email"":0,""organic"":18544,""paid_search"":4189}"
2019-07-14,96,31417,8807,3317,1637,66696.84,"{""direct"":1607,""email"":0,""organic"":1639,""paid_search"":66}"
2019-09-13,96,33118,6204,21607,50727,2061065.24,"{""direct"":15333,""email"":0,""organic"":6164,""paid_search"":10}"
2019-08-29,96,41091,7484,26253,50968,2095809.67,"{""direct"":19155,""email"":0,""organic"":6893,""paid_search"":131}"
2019-11-18,96,93920,16452,60151,50874,2032330.37,"{""direct"":47155,""email"":0,""organic"":12823,""paid_search"":69}"
2020-04-05,96,1409119,138770,905227,47,3818.27,"{""direct"":483837,""email"":0,""organic"":243795,""paid_search"":49249}"
2020-03-03,96,94053,17133,65345,49351,1932534.14,"{""direct"":43411,""email"":0,""organic"":17847,""paid_search"":3216}"
2019-10-03,96,38426,7063,24280,49286,2120571.53,"{""direct"":17461,""email"":0,""organic"":6655,""paid_search"":17}"
2020-02-29,96,152672,27866,103881,85595,5795897.01,"{""direct"":68803,""email"":0,""organic"":26348,""paid_search"":7237}"
2020-03-19,96,102046,20454,60957,453,38405.15,"{""direct"":43901,""email"":0,""organic"":14138,""paid_search"":2213}"
2020-03-27,96,385007,48886,243915,1739,147450.23,"{""direct"":160154,""email"":0,""organic"":61765,""paid_search"":15211}"
2019-10-30,96,43399,8217,29340,57093,2217312.91,"{""direct"":20548,""email"":0,""organic"":8685,""paid_search"":13}"
2019-12-11,96,87859,15725,60394,46871,1861089.97,"{""direct"":46630,""email"":0,""organic"":13052,""paid_search"":411}"
2019-08-25,96,31758,5674,20626,1977,76423.62,"{""direct"":15256,""email"":0,""organic"":5165,""paid_search"":148}"
2020-05-12,96,464569,83959,307978,64671,3643786.64,"{""direct"":170191,""email"":0,""organic"":110075,""paid_search"":413}"
2019-11-14,96,71530,12713,47803,48534,2041655.89,"{""direct"":37800,""email"":0,""organic"":9874,""paid_search"":20}"
2019-11-28,96,75100,13498,51253,45052,1749336.45,"{""direct"":39581,""email"":0,""organic"":10938,""paid_search"":489}"
2020-03-10,96,136252,25380,94417,50045,2046061.61,"{""direct"":61869,""email"":0,""organic"":24801,""paid_search"":6356}"
2019-08-28,96,43016,7789,27614,52264,2137630.63,"{""direct"":20218,""email"":0,""organic"":7112,""paid_search"":183}"
2020-05-05,96,760074,115850,495084,61650,3496219.72,"{""direct"":272029,""email"":0,""organic"":183176,""paid_search"":551}"
2019-06-23,96,52592,14334,6721,2798,135132.46,"{""direct"":3626,""email"":0,""organic"":2951,""paid_search"":129}"
2019-05-16,96,167117,33018,22842,63073,2424991.01,"{""direct"":14665,""email"":0,""organic"":7754,""paid_search"":365}"
2019-11-02,96,50797,9531,33761,83345,3937332.09,"{""direct"":24087,""email"":0,""organic"":9589,""paid_search"":20}"
2019-12-06,96,89551,16391,61798,51794,2176042.64,"{""direct"":48425,""email"":0,""organic"":12362,""paid_search"":760}"
2019-09-07,96,43531,8060,26757,85826,8498678.91,"{""direct"":19354,""email"":0,""organic"":7270,""paid_search"":26}"
2019-05-22,96,179334,34786,22931,65948,2836163.59,"{""direct"":14836,""email"":0,""organic"":7797,""paid_search"":229}"
2020-02-26,96,125344,22625,84609,48525,1831800.85,"{""direct"":56689,""email"":0,""organic"":21782,""paid_search"":4891}"
2020-03-18,96,97329,20099,57884,361,31604.49,"{""direct"":42340,""email"":0,""organic"":13274,""paid_search"":1441}"
2020-04-12,96,1504029,153831,970908,49,2962.23,"{""direct"":511320,""email"":0,""organic"":298020,""paid_search"":85660}"
2020-02-22,96,138868,26307,94943,84455,5792484.71,"{""direct"":63424,""email"":0,""organic"":22644,""paid_search"":7622}"
2019-12-08,96,76366,13861,53071,3270,173380.28,"{""direct"":41824,""email"":0,""organic"":10499,""paid_search"":514}"
2020-01-27,96,118540,21673,81555,45617,1862058.39,"{""direct"":54981,""email"":0,""organic"":21198,""paid_search"":4498}"
2020-04-14,96,2473217,254864,1503301,24317,2029124.65,"{""direct"":736847,""email"":0,""organic"":523907,""paid_search"":75793}"
2019-08-31,96,40645,7505,26252,66447,2966812.3,"{""direct"":19466,""email"":0,""organic"":6541,""paid_search"":155}"
2019-11-07,96,41135,7633,27110,51120,2192816.95,"{""direct"":18774,""email"":0,""organic"":8247,""paid_search"":16}"
2019-04-23,96,183368,39675,16290,71698,2730533.78,"{""direct"":10047,""email"":0,""organic"":5768,""paid_search"":438}"
2020-05-02,96,890230,133075,580024,67345,4471845.85,"{""direct"":310157,""email"":0,""organic"":188813,""paid_search"":399}"
2020-05-03,96,643411,99573,445952,108,6303.41,"{""direct"":243428,""email"":0,""organic"":157890,""paid_search"":282}"
2020-05-11,96,529463,95320,346331,63868,3691591.23,"{""direct"":190111,""email"":0,""organic"":124999,""paid_search"":445}"
2019-11-20,96,81807,14531,53376,44990,1670048.8,"{""direct"":41495,""email"":0,""organic"":11675,""paid_search"":31}"
2019-11-22,96,71731,13212,48449,48468,1930432.96,"{""direct"":37582,""email"":0,""organic"":10507,""paid_search"":78}"
2019-10-13,96,31304,5873,19624,1835,72039.97,"{""direct"":13748,""email"":0,""organic"":5771,""paid_search"":36}"
2019-11-23,96,82305,15529,55909,68917,2996749.35,"{""direct"":43828,""email"":0,""organic"":11870,""paid_search"":42}"
2019-09-18,96,37327,6771,23844,49899,2159176.83,"{""direct"":17290,""email"":0,""organic"":6474,""paid_search"":11}"
2019-09-10,96,37030,6832,23877,50024,2017374.83,"{""direct"":17471,""email"":0,""organic"":6310,""paid_search"":6}"
2019-10-25,96,39007,7266,25579,57312,2313566.45,"{""direct"":18402,""email"":0,""organic"":7083,""paid_search"":6}"
2019-12-07,96,92142,17215,63760,72005,3382109.65,"{""direct"":50405,""email"":0,""organic"":12756,""paid_search"":422}"
2019-04-27,96,199073,39049,17716,90657,4024879.5,"{""direct"":11109,""email"":0,""organic"":6180,""paid_search"":379}"
2020-01-16,96,106405,18877,73987,41344,1668898.5,"{""direct"":51598,""email"":0,""organic"":17367,""paid_search"":3532}"
2020-03-20,96,93141,19294,55994,554,54846.44,"{""direct"":38820,""email"":0,""organic"":14344,""paid_search"":2249}"
2019-04-26,96,177163,35995,16211,67131,2640851.16,"{""direct"":10077,""email"":0,""organic"":5617,""paid_search"":496}"
2020-01-09,96,154557,28601,113823,44520,2020301.54,"{""direct"":86010,""email"":0,""organic"":19446,""paid_search"":3770}"
2019-11-09,96,50129,9537,32997,83603,4152923.16,"{""direct"":23544,""email"":0,""organic"":9279,""paid_search"":5}"
2019-12-03,96,76252,13672,52603,47066,1840991.38,"{""direct"":40070,""email"":0,""organic"":11805,""paid_search"":485}"
2019-10-08,96,33339,6817,19576,49664,2057549.93,"{""direct"":13793,""email"":0,""organic"":5655,""paid_search"":7}"
2020-05-06,96,708170,114757,467798,61822,3497747.56,"{""direct"":256421,""email"":0,""organic"":171661,""paid_search"":488}"
2019-11-13,96,40450,7733,27019,52057,2160687.87,"{""direct"":18783,""email"":0,""organic"":8130,""paid_search"":11}"
2019-10-19,96,44354,8425,27373,92600,8662215.060000001,"{""direct"":20082,""email"":0,""organic"":7211,""paid_search"":26}"
2019-09-19,96,37804,6946,24760,48389,2050439.67,"{""direct"":17732,""email"":0,""organic"":6872,""paid_search"":39}"
2020-01-14,96,114220,20458,81764,42775,1740060.62,"{""direct"":57590,""email"":0,""organic"":18566,""paid_search"":3795}"
2019-08-19,96,57164,10087,36175,67797,2858634.39,"{""direct"":27214,""email"":0,""organic"":8362,""paid_search"":537}"
2019-09-21,96,37728,7026,24664,64949,3003450.93,"{""direct"":18076,""email"":0,""organic"":6459,""paid_search"":29}"
2020-02-24,96,122530,24573,81077,53067,2095023.85,"{""direct"":53060,""email"":0,""organic"":21015,""paid_search"":5690}"
2020-01-12,96,109927,19668,80483,1919,99598.52,"{""direct"":56735,""email"":0,""organic"":16054,""paid_search"":4901}"
2020-05-09,96,689258,119825,458697,85461,5125741.26,"{""direct"":256209,""email"":0,""organic"":169566,""paid_search"":391}"
2019-08-22,96,49472,8704,31998,57828,2395629.26,"{""direct"":23987,""email"":0,""organic"":7718,""paid_search"":210}"
2019-10-21,96,42470,7998,26137,54319,2207062.6,"{""direct"":18425,""email"":0,""organic"":7595,""paid_search"":9}"
2019-10-04,96,40618,7506,26252,56311,2534437.46,"{""direct"":18801,""email"":0,""organic"":7335,""paid_search"":11}"
2019-10-05,96,44772,8440,28835,77240,3954798.48,"{""direct"":21324,""email"":0,""organic"":7455,""paid_search"":22}"
2019-10-22,96,40676,7659,25588,51666,2029164.92,"{""direct"":18507,""email"":0,""organic"":6962,""paid_search"":46}"
2020-05-13,96,455346,80424,307143,62054,3470163.57,"{""direct"":176215,""email"":0,""organic"":117204,""paid_search"":354}"
2020-03-04,96,137295,25577,95066,52612,2194034.77,"{""direct"":63251,""email"":0,""organic"":25407,""paid_search"":4692}"
2020-05-04,96,810036,125671,539113,56648,3381961.44,"{""direct"":295457,""email"":0,""organic"":193089,""paid_search"":466}"
2019-08-15,96,55121,9973,31946,29208,3662371.81,"{""direct"":23180,""email"":0,""organic"":7802,""paid_search"":873}"
2019-10-27,96,36328,6513,24443,2301,109739.89,"{""direct"":17364,""email"":0,""organic"":6954,""paid_search"":6}"
2019-08-30,96,39124,7037,25621,52354,2183847.86,"{""direct"":18516,""email"":0,""organic"":6890,""paid_search"":171}"
2019-04-29,96,187994,39055,25591,0,,"{""direct"":16466,""email"":0,""organic"":8245,""paid_search"":810}"
2019-10-10,96,36388,6733,23291,50228,2156738.16,"{""direct"":16433,""email"":0,""organic"":6749,""paid_search"":5}"
2020-01-25,96,116711,21579,81122,64349,2897848.7,"{""direct"":56111,""email"":0,""organic"":19744,""paid_search"":4240}"
2020-03-26,96,270886,37868,172026,853,73124.1,"{""direct"":113338,""email"":0,""organic"":41436,""paid_search"":12707}"
2020-03-02,96,143841,26578,99492,51981,2058474.95,"{""direct"":64242,""email"":0,""organic"":25584,""paid_search"":8314}"
2020-02-23,96,111718,20735,79375,1884,70102.1,"{""direct"":50630,""email"":0,""organic"":19675,""paid_search"":7621}"
2019-08-23,96,46262,8157,29176,57881,2398995.5,"{""direct"":21934,""email"":0,""organic"":6923,""paid_search"":226}"
2020-04-21,96,1425324,162137,914526,36482,2557460.51,"{""direct"":470940,""email"":0,""organic"":205413,""paid_search"":1144}"
2019-12-24,96,53055,10242,37451,35403,1332654.21,"{""direct"":27787,""email"":0,""organic"":7399,""paid_search"":2029}"
2019-08-26,96,47573,8483,29682,55396,2310446.96,"{""direct"":22280,""email"":0,""organic"":7119,""paid_search"":179}"
2020-04-06,96,2004905,182479,1257561,9656,770706.66,"{""direct"":666327,""email"":0,""organic"":379551,""paid_search"":45371}"
2019-11-10,96,37086,7300,22507,2414,96883.31,"{""direct"":15808,""email"":0,""organic"":6594,""paid_search"":0}"
2019-12-26,96,107527,19400,76820,44409,1908872.54,"{""direct"":56829,""email"":0,""organic"":15349,""paid_search"":3877}"
2019-08-16,96,55265,9757,34998,77040,3354302.88,"{""direct"":25996,""email"":0,""organic"":8149,""paid_search"":775}"
2019-10-31,96,40528,7998,26123,60948,2431727.99,"{""direct"":18442,""email"":0,""organic"":7551,""paid_search"":4}"
2019-11-04,96,46142,8541,30814,54828,2247425.72,"{""direct"":21629,""email"":0,""organic"":9081,""paid_search"":14}"
2019-12-31,96,66180,12530,46488,37328,1438262.88,"{""direct"":34181,""email"":0,""organic"":10145,""paid_search"":1599}"
2020-03-31,96,882280,89439,541089,3909,323764.22,"{""direct"":290179,""email"":0,""organic"":156719,""paid_search"":25718}"
2019-06-26,96,72122,20575,8644,53822,2607255.53,"{""direct"":4870,""email"":0,""organic"":3602,""paid_search"":160}"
2020-02-21,96,125338,23183,86477,51599,1935364.69,"{""direct"":55908,""email"":0,""organic"":22586,""paid_search"":6704}"
2019-11-26,96,72694,13460,49911,44273,1728930.13,"{""direct"":38804,""email"":0,""organic"":10648,""paid_search"":310}"
2019-12-15,96,73780,13695,51117,3864,240960.94,"{""direct"":39579,""email"":0,""organic"":9883,""paid_search"":1306}"
2020-04-30,96,734485,111792,479824,53344,3271520.39,"{""direct"":255051,""email"":0,""organic"":159261,""paid_search"":431}"
2020-05-01,96,747102,110009,511343,10,268.31,"{""direct"":277371,""email"":0,""organic"":188444,""paid_search"":440}"
2019-09-11,96,33502,6412,21341,49881,2007965.72,"{""direct"":15554,""email"":0,""organic"":5637,""paid_search"":16}"
2020-03-16,96,104663,25523,57593,16967,1308735.04,"{""direct"":39257,""email"":0,""organic"":14342,""paid_search"":3098}"
2019-06-21,96,62620,16937,7331,61507,2829041.64,"{""direct"":3763,""email"":0,""organic"":3397,""paid_search"":148}"
2019-10-06,96,32756,6024,21263,1854,78116.81,"{""direct"":15293,""email"":0,""organic"":5917,""paid_search"":4}"
2019-12-22,96,82114,15093,57584,3550,233129.95,"{""direct"":43647,""email"":0,""organic"":11100,""paid_search"":2417}"
2019-11-24,96,61529,11356,41995,2056,88609.32,"{""direct"":32896,""email"":0,""organic"":8915,""paid_search"":50}"
2019-09-27,96,35875,6646,23462,50627,2240622.17,"{""direct"":16526,""email"":0,""organic"":6748,""paid_search"":44}"
2020-03-01,96,115977,21109,82271,2057,78232.17,"{""direct"":53005,""email"":0,""organic"":20864,""paid_search"":6977}"
2019-08-21,96,51442,8940,32942,61386,2557035.3,"{""direct"":24683,""email"":0,""organic"":7719,""paid_search"":435}"
2020-03-15,96,87564,20532,54501,232,19798.85,"{""direct"":35328,""email"":0,""organic"":13382,""paid_search"":4531}"
2019-07-02,96,59023,16072,6849,58667,2531497.1,"{""direct"":3602,""email"":0,""organic"":3127,""paid_search"":84}"
2019-12-23,96,97285,17704,69396,57443,2319564.25,"{""direct"":52018,""email"":0,""organic"":13654,""paid_search"":3194}"
2019-07-12,96,46794,12863,4439,59621,2626103.7,"{""direct"":2233,""email"":0,""organic"":2126,""paid_search"":75}"
2019-11-19,96,80441,14453,51374,45780,1751165.43,"{""direct"":39868,""email"":0,""organic"":11314,""paid_search"":16}"
2019-05-13,96,191955,38511,25340,69265,2784636.88,"{""direct"":16408,""email"":0,""organic"":8428,""paid_search"":420}"
2019-08-18,96,38978,6889,25163,1824,69817.88,"{""direct"":18201,""email"":0,""organic"":6155,""paid_search"":729}"
2019-10-23,96,43111,7826,21723,53494,2185124.72,"{""direct"":15239,""email"":0,""organic"":6299,""paid_search"":10}"
2019-12-18,96,78123,14129,54090,43227,1661254.61,"{""direct"":41543,""email"":0,""organic"":10888,""paid_search"":1098}"
2020-01-01,96,63147,11241,45045,4,578.43,"{""direct"":31496,""email"":0,""organic"":10797,""paid_search"":2234}"
2019-08-20,96,51657,9010,32862,62833,2568012.07,"{""direct"":24375,""email"":0,""organic"":7717,""paid_search"":703}"
2019-05-03,96,191361,38094,25800,76283,3244152.18,"{""direct"":17054,""email"":0,""organic"":8226,""paid_search"":472}"
2020-04-22,96,1369592,162391,879595,37623,2569558.27,"{""direct"":502422,""email"":0,""organic"":316956,""paid_search"":1102}"
2020-01-02,96,120459,21161,84981,48010,2009789.05,"{""direct"":62341,""email"":0,""organic"":19386,""paid_search"":2417}"
2020-04-09,96,2333616,211914,1453131,13096,1016932.09,"{""direct"":745226,""email"":0,""organic"":464421,""paid_search"":63224}"
2019-11-05,96,40129,7437,26560,50542,2028259.54,"{""direct"":18734,""email"":0,""organic"":7684,""paid_search"":38}"
2019-09-30,96,38035,7141,24415,50331,2090379.69,"{""direct"":17239,""email"":0,""organic"":7072,""paid_search"":49}"
2020-04-23,96,1280512,157278,833606,40552,2746963.08,"{""direct"":473178,""email"":0,""organic"":298346,""paid_search"":2899}"
2019-10-20,96,32290,6103,20458,1629,65292.79,"{""direct"":14430,""email"":0,""organic"":5919,""paid_search"":6}"
2019-09-16,96,38979,7206,25863,50278,2051097.45,"{""direct"":18919,""email"":0,""organic"":6773,""paid_search"":12}"
2019-07-08,96,61475,16654,6560,62564,2814603.57,"{""direct"":3602,""email"":0,""organic"":2835,""paid_search"":99}"
2020-01-11,96,131603,24578,95390,67710,3325595.4,"{""direct"":69050,""email"":0,""organic"":19020,""paid_search"":5197}"
2019-11-06,96,41804,7802,27260,52869,2257776.58,"{""direct"":18843,""email"":0,""organic"":8302,""paid_search"":24}"
2019-09-02,96,40973,7380,25965,56492,2301081.08,"{""direct"":19251,""email"":0,""organic"":6539,""paid_search"":102}"
2019-10-01,96,38569,7064,24326,49424,2029653.71,"{""direct"":17855,""email"":0,""organic"":6398,""paid_search"":29}"
2019-09-26,96,35203,6446,23115,46462,2025080.46,"{""direct"":16523,""email"":0,""organic"":6468,""paid_search"":47}"
2019-12-21,96,90581,16872,62984,63192,2784334.43,"{""direct"":47502,""email"":0,""organic"":13118,""paid_search"":1924}"
2019-04-16,96,184513,37830,16705,62299,2340494.74,"{""direct"":10176,""email"":0,""organic"":5385,""paid_search"":1117}"
2020-05-07,96,619484,107639,404385,70138,3935369.08,"{""direct"":222883,""email"":0,""organic"":146147,""paid_search"":361}"
2019-09-29,96,30904,5713,20412,1798,74513.59,"{""direct"":14696,""email"":0,""organic"":5589,""paid_search"":27}"
2020-03-13,96,115856,22429,80211,58259,2715298.76,"{""direct"":52989,""email"":0,""organic"":21014,""paid_search"":5098}"
2019-12-25,96,46487,8581,33303,5,253.68,"{""direct"":24214,""email"":0,""organic"":6802,""paid_search"":1953}"
2019-09-15,96,27890,5119,17976,1862,69910.78,"{""direct"":13232,""email"":0,""organic"":4663,""paid_search"":6}"
2020-01-19,96,94785,16980,67089,1732,73150.35,"{""direct"":46068,""email"":0,""organic"":15325,""paid_search"":3780}"
2019-12-16,96,92176,17082,64188,48490,1875496.23,"{""direct"":49261,""email"":0,""organic"":13006,""paid_search"":1378}"
2020-03-12,96,124648,23624,86282,51421,2173226.48,"{""direct"":56246,""email"":0,""organic"":21891,""paid_search"":7352}"
2019-06-29,96,73471,20722,9651,75951,4388789.75,"{""direct"":5972,""email"":0,""organic"":3480,""paid_search"":162}"
2019-12-29,96,91524,16405,64860,1563,61182.61,"{""direct"":46201,""email"":0,""organic"":14284,""paid_search"":3731}"
2019-06-25,96,67769,18534,8076,55317,2483789.43,"{""direct"":4470,""email"":0,""organic"":3418,""paid_search"":164}"
2020-04-28,96,852457,118943,559943,43447,2799229.19,"{""direct"":321829,""email"":0,""organic"":219933,""paid_search"":625}"
2020-03-09,96,148135,27594,102646,55624,2254758.94,"{""direct"":67398,""email"":0,""organic"":26506,""paid_search"":7402}"
2019-07-17,96,376357,36383,11,56503,2266432.51,"{""direct"":2,""email"":0,""organic"":9,""paid_search"":0}"
2020-04-17,96,1825682,187541,1180451,32823,2472347.29,"{""direct"":555720,""email"":0,""organic"":132421,""paid_search"":34613}"
2020-03-11,96,137599,25556,95455,51628,2221690.09,"{""direct"":62270,""email"":0,""organic"":24485,""paid_search"":7439}"
2019-05-24,96,170631,33584,22568,68906,2898648.06,"{""direct"":14562,""email"":0,""organic"":7706,""paid_search"":245}"
2019-07-16,96,40795,9431,3392,58559,2416109.16,"{""direct"":2022,""email"":0,""organic"":1330,""paid_search"":30}"
2019-08-24,96,43307,7792,27465,64809,2819096.34,"{""direct"":20286,""email"":0,""organic"":6935,""paid_search"":210}"
2019-06-12,96,68562,17796,8088,57733,2355105.45,"{""direct"":4088,""email"":0,""organic"":3828,""paid_search"":149}"
2019-11-30,96,87425,16572,57367,70090,3209721.98,"{""direct"":44644,""email"":0,""organic"":11914,""paid_search"":567}"
2020-03-17,96,71484,17006,41910,2762,199874.38,"{""direct"":29117,""email"":0,""organic"":10542,""paid_search"":1454}"
2020-01-21,96,108533,19447,73754,41969,1711111.82,"{""direct"":50756,""email"":0,""organic"":18331,""paid_search"":3666}"
2019-12-14,96,93332,17436,63943,69608,3283324.29,"{""direct"":49625,""email"":0,""organic"":13089,""paid_search"":970}"
2020-01-22,96,107317,20557,73700,43396,1839906.78,"{""direct"":50680,""email"":0,""organic"":17627,""paid_search"":4283}"
2020-05-08,96,696952,118053,461775,14765,950092.13,"{""direct"":256206,""email"":0,""organic"":170950,""paid_search"":403}"
2020-04-13,96,2163750,198926,1382431,776,63598.7,"{""direct"":709782,""email"":0,""organic"":462878,""paid_search"":76450}"
2019-08-27,96,44013,7774,27744,51906,2097178.74,"{""direct"":20680,""email"":0,""organic"":6832,""paid_search"":137}"
2020-01-24,96,102785,18934,71480,45670,1916713.51,"{""direct"":48354,""email"":0,""organic"":17921,""paid_search"":4175}"
2020-01-20,96,117523,20856,80737,45514,1823903.61,"{""direct"":57630,""email"":0,""organic"":19280,""paid_search"":2495}"
2019-09-22,96,31805,5870,20643,1758,67740.87,"{""direct"":14574,""email"":0,""organic"":5968,""paid_search"":15}"
2019-09-05,96,39116,7014,24875,49141,1898493.19,"{""direct"":18313,""email"":0,""organic"":6468,""paid_search"":44}"
2019-07-07,96,39063,10625,4375,2533,107063.02,"{""direct"":2225,""email"":0,""organic"":2061,""paid_search"":77}"
2019-10-12,96,43082,7986,26948,73494,3467146.42,"{""direct"":19041,""email"":0,""organic"":7794,""paid_search"":5}"
2020-03-14,96,155886,30844,107261,85400,4459995.96,"{""direct"":71294,""email"":0,""organic"":27148,""paid_search"":7472}"
2019-11-08,96,41420,7769,27510,56246,2504249.59,"{""direct"":19232,""email"":0,""organic"":8221,""paid_search"":13}"
2019-12-28,96,109670,20017,77592,58731,2525071.7,"{""direct"":56111,""email"":0,""organic"":16535,""paid_search"":4384}"
2019-10-26,96,41201,7940,27343,73918,3256197.21,"{""direct"":19349,""email"":0,""organic"":7864,""paid_search"":13}"
2020-04-02,96,1120934,110937,679162,6227,498794.23,"{""direct"":352157,""email"":0,""organic"":203865,""paid_search"":28537}"
2019-05-18,96,184300,36156,23985,91320,4029213.78,"{""direct"":15627,""email"":0,""organic"":8046,""paid_search"":262}"
2019-05-05,96,163829,31932,22822,2621,101419.69,"{""direct"":14562,""email"":0,""organic"":7533,""paid_search"":662}"
2019-12-27,96,112057,20182,79451,48026,2004821.38,"{""direct"":57895,""email"":0,""organic"":16529,""paid_search"":4300}"
2020-01-17,96,106526,19429,73896,46807,1969437.96,"{""direct"":50455,""email"":0,""organic"":17880,""paid_search"":4151}"
2019-12-10,96,84220,15633,58052,47062,1858749.48,"{""direct"":45127,""email"":0,""organic"":12184,""paid_search"":381}"
2019-11-17,96,65648,11815,43946,2008,78764.91,"{""direct"":34311,""email"":0,""organic"":9390,""paid_search"":76}"
2019-09-28,96,38656,7368,25038,70240,3395598.05,"{""direct"":18468,""email"":0,""organic"":6492,""paid_search"":35}"
2020-01-07,96,105526,18551,73713,40552,1583912.89,"{""direct"":53857,""email"":0,""organic"":16572,""paid_search"":2565}"
2019-11-16,96,91026,16500,61523,76064,3512905.04,"{""direct"":48536,""email"":0,""organic"":12836,""paid_search"":25}"
2019-09-09,96,37392,6911,23772,54046,2207031.85,"{""direct"":17162,""email"":0,""organic"":6450,""paid_search"":45}"
2019-11-29,96,85585,15777,56415,51044,2239552.58,"{""direct"":43743,""email"":0,""organic"":11861,""paid_search"":478}"
2019-12-01,96,68016,12512,45608,2797,143906.25,"{""direct"":34937,""email"":0,""organic"":9934,""paid_search"":438}"
2020-03-30,96,843904,86451,523875,3147,281467.86,"{""direct"":285621,""email"":0,""organic"":147390,""paid_search"":24293}"
2019-09-24,96,37655,6960,24029,47490,1960733.87,"{""direct"":17376,""email"":0,""organic"":6546,""paid_search"":9}"
2020-01-03,96,114861,20566,80556,50188,2017695.51,"{""direct"":58499,""email"":0,""organic"":18937,""paid_search"":2437}"
2019-11-15,96,78669,14014,52447,52822,2286068.97,"{""direct"":41590,""email"":0,""organic"":10723,""paid_search"":24}"
2019-05-06,13,60560,11100,18408,415,84011,"{""direct"":12337,""email"":1,""organic"":989,""paid_search"":4213}"
2019-05-20,13,50101,7812,15428,405,82770,"{""direct"":8500,""email"":1,""organic"":1389,""paid_search"":4786}"
2019-05-13,13,49231,7689,15526,469,89315,"{""direct"":9097,""email"":1,""organic"":1167,""paid_search"":4469}"
2019-05-23,13,41648,6883,12563,401,90246,"{""direct"":7223,""email"":1,""organic"":783,""paid_search"":3981}"
2019-06-21,13,56847,9673,15423,506,132842,"{""direct"":9922,""email"":1,""organic"":975,""paid_search"":3660}"
2019-05-16,13,43029,7040,13133,393,96056,"{""direct"":7106,""email"":1,""organic"":1217,""paid_search"":4141}"
2019-06-17,13,60951,9159,17321,442,113850,"{""direct"":10397,""email"":1,""organic"":1552,""paid_search"":4584}"
2019-04-29,13,42640,6999,12446,347,91999,"{""direct"":7126,""email"":1,""organic"":951,""paid_search"":3904}"
2019-05-15,13,61067,10192,19511,566,153679,"{""direct"":12879,""email"":1,""organic"":1282,""paid_search"":4491}"
2020-02-12,34,489818,53012,67461,53142,1167932.81,"{""direct"":36498,""email"":1,""organic"":966,""paid_search"":22392}"
2019-05-16,34,621770,80933,79288,78629,2152738.21,"{""direct"":28562,""email"":1,""organic"":1300,""paid_search"":18029}"
2019-09-13,34,416049,47779,46865,173282,6761207.82,"{""direct"":20822,""email"":1,""organic"":759,""paid_search"":14507}"
2020-04-15,34,586348,59898,109286,2209,84125.91,"{""direct"":64244,""email"":1,""organic"":922,""paid_search"":38808}"
2020-02-01,34,470679,52160,77711,87276,1936303.08,"{""direct"":35378,""email"":1,""organic"":920,""paid_search"":24593}"
2019-10-09,34,425075,47332,75302,129844,5270634.23,"{""direct"":30387,""email"":1,""organic"":847,""paid_search"":21864}"
2020-01-01,34,525510,55267,76754,662,18987.76,"{""direct"":37878,""email"":1,""organic"":576,""paid_search"":20248}"
